0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Label
1754628.5696553094,8638387.655118741,12043774.690286968,4117183.2617333224,3228430.975413725,3210140.491950633,1311660.5304866892,653004.0934085986,408960.4978472687,256109.37855546997,176645.02116446564,162915.61583656748,166086.52878954634,158509.54260638735,116766.80881452045,96007.18854360063,88861.02276205579,80148.02891277864,69305.74788974001,59493.42352928518,53576.03480463241,49608.9271443876,46473.76942324531,42659.26775792063,39077.78252899596,36629.344568248176,34634.050909658734,32510.489506760157,30585.435660044473,28837.414107206336,27530.777599945763,26126.809897985964,24813.3585188871,23817.248728960265,22954.88490124923,21960.053975887102,21156.370427831265,20465.81769518294,20016.888560934633,19381.766689794582,NW
109681.6806506676,8591687.530620845,15258723.753446132,6080287.971269611,4048757.489418869,4896928.25132114,2140388.3842382357,754100.0455228006,335268.62094736437,198704.61466018367,162362.57012748078,152851.1681645808,189992.29835490242,253626.37240493234,142229.9675038919,84951.69688743047,62916.33043497915,27819.466919042105,15326.413827304888,9592.578313007449,7615.603815610073,5507.497385521401,4511.9636505893695,4005.300058366096,3724.848981951082,3351.204638309541,3185.321253369631,3133.660361786974,3206.8790860293657,3029.0407774060222,2961.9523184348,2986.926274229063,3061.5854207548964,2844.958621844343,2951.0898354830883,2805.026227465938,2729.499190718538,2634.31101348232,2249.4659174572566,1858.029678144458,NW
71849.2602552587,6497179.507992974,9993531.851836527,3128078.2805056395,1710024.4781238446,1595776.9866292959,560279.7360455726,141561.935614832,54124.59290567976,29267.77671191796,20966.82844686097,19788.291732420115,21892.622136027454,26187.524814290708,12139.560792854541,6262.239408638404,4436.979789530682,3825.9511966968644,3699.926043734611,3468.151013716726,3528.3771591971176,3512.444098845505,3477.753008904465,3406.5855775734162,3447.0996718444185,3300.6790100499848,3301.9345408182357,3194.2738172031986,3332.2104018957752,3358.4610384738853,3380.0483554871826,3303.493897862272,3359.7060850797066,3313.084193679816,3270.3274888436645,3225.6149613777916,3171.0363756624156,2893.1188860360453,2601.3856728150054,2056.8603762242474,NW
27677.40753059915,2213365.7473898865,4825449.617816486,1801560.4204033865,1381106.9677730557,1071353.149889518,411134.3041542742,123537.64791765902,46249.3523179941,27477.31082269676,24296.910656422875,23573.634891157813,28551.344837592806,40805.25905779933,21172.069699430773,9043.152192499161,5391.373492988091,4173.736532892181,3782.822200697819,3939.592597215029,3371.0245838414203,3010.659506201525,2819.2020941169094,2755.8560401895697,2681.7099490357296,2689.651509912543,2665.2699719558886,2680.8696005882543,2749.880184955937,2644.1453246770234,2638.2862703563214,2570.2629628887635,2616.944897620485,2610.4984122439014,2607.064417741122,2465.3999285416003,2505.1691392616945,2254.1739448831586,2110.259781658021,1549.588443702536,NW
36644.538395931566,2469838.679468725,4507505.338735275,1235408.4628532738,919866.6618234261,911844.9795545317,426057.6142538665,145732.6249865534,59049.83938487389,72211.17029313138,57379.813520291915,55034.96828007953,119202.8521788407,82630.54763776956,63068.229656269345,18544.72982656239,11114.751942284209,6993.937944488618,4930.474944110274,4474.623427228025,3947.006507120692,3655.8223421155553,3524.188451923963,3296.430077121221,3319.698053434471,3226.3680790581234,3244.50257149123,3274.037130563203,3192.567440447793,3223.05158966509,3140.593460385917,3282.6501505684246,3122.4231363903864,3181.142680790937,3190.31919216857,3143.1756836107224,2907.660294909168,2844.8148284073027,2404.886394998812,1927.6982480964318,NW
317236.0054934074,6321613.601764835,12429043.050459271,4514406.786193517,4257291.737630055,4359472.752584752,2318018.9389853626,593685.8969472859,201658.5701719068,112311.76345729743,82892.82508759305,70511.8734990875,95894.82312990975,114452.75543532125,61932.07516368884,41390.039029835134,39649.35432396663,22425.33998924194,17638.27495231401,14653.73263063241,15181.382326300009,15144.49476899347,14043.836916864086,14038.302516195847,13238.911487247347,13085.856339148362,12429.530506471956,11906.264116016077,11796.905583920607,11345.95007921686,11213.321931149498,10812.01485416665,10918.748774441567,10452.598997761626,10385.312262428644,10527.033352538165,10134.854289660307,10076.465398482469,9927.12750434212,9799.001065515808,NW
48730.66382359327,2842052.2353322385,4098863.9622427532,1219373.000950717,745521.4121369745,706442.5212436623,288541.729156955,106683.65302287364,45606.77341963678,24061.66954932436,15539.741052273395,14594.553546510815,19989.914502645777,23971.47612402619,14977.455795228117,8733.335765531581,8213.13129704102,8986.830747886765,5841.57200169937,3804.4307010024904,2933.221313374457,3052.5091104621383,2833.734674210795,2812.1355862523105,2672.646496721901,2789.9078985622027,2608.4421006766584,2604.2912010113077,2642.2056890451086,2487.232444932115,2394.6574374203283,2420.522477917231,2438.1470716058498,2320.9277139767,2356.3570278565257,2349.816564955805,2282.086956301347,2123.1108596610434,1863.8829772787053,1445.2008483919083,NW
217553.21902575894,9180608.853118269,12196496.55688491,2950157.9518969124,1982640.8898929101,2119196.1383637083,981795.3779820421,342390.26851061604,159810.23577284795,123010.60909566827,127932.63802206158,120598.55644125308,137901.96944420028,186353.7222498752,111269.40787128436,41896.78131814291,30925.85318558992,19558.550138117163,12582.575958314115,8525.315262421167,6276.757363977667,5148.3158184096665,4821.28522246326,4389.426127744353,4037.103303085021,3871.2283716837483,3679.673799140499,3664.979143307912,3682.631853478964,3577.0212680764644,3534.9990481342916,3464.8386852885924,3486.1349853155048,3436.9773611987366,3326.391697398259,3204.2224646035806,3166.937804689334,3043.003113685205,2714.4712343201645,2227.698153838754,NW
124838.83466290319,6499627.0155832395,10322794.58857535,3696842.562148424,2535369.928018927,2505561.4191320892,1004136.2212373917,299487.07621716836,129555.29143855545,73743.20144294473,58941.09925189406,57858.68894620844,68181.47443482048,84579.99998557058,44293.23160228965,25967.21014515577,32481.584619397658,17644.96294361439,18232.998706234914,7145.498764217493,6498.839470934617,4503.171099076724,3511.1703027882795,3476.6551240310273,3228.7735790235306,3108.275596138399,3041.3848289935017,3217.533006954208,3121.614836347701,3046.57531663507,3059.5774736054145,3037.600872437431,3073.3012832845984,3025.8812486378665,2984.221911545192,3116.859879514085,2954.841822809833,2809.085585349145,2470.836575389062,2035.711391746764,NW
164390.5456950646,5195013.155255519,7896733.44057109,1973995.0118049297,1296465.3836835662,1243507.2037516623,559150.6646886375,192800.8559045803,91384.20231011651,59407.31267296752,46745.772747137235,45014.87239631335,50466.26380573268,54952.27079457337,29223.99132894776,12913.592900708685,7312.282229248212,5325.98508758145,4689.4229891717605,3995.8111253844118,3682.3342769109163,3298.195362554808,3158.3493594743513,3048.741240833661,3068.7681985363442,2994.4519655686654,2769.069527680728,2713.4563117843963,2765.5023331948555,2627.6429622368055,2651.0883071702874,2608.095618338739,2533.020237511333,2339.69304452699,2464.81931554488,2298.3776149591713,2394.5562700972723,2310.5560903342584,2041.6671116223047,1588.8782264570766,NW
